,Team_1,Team_2,Winner,Margin,Ground,Match Date
678,Bangladesh,Zimbabwe,Zimbabwe,31 runs,Chattogram,"Jan 24, 2005"
679,Bangladesh,Zimbabwe,Bangladesh,40 runs,Chattogram,"Jan 26, 2005"
680,Australia,West Indies,Australia,73 runs,Adelaide,"Jan 26, 2005"
681,Pakistan,West Indies,West Indies,58 runs,Adelaide,"Jan 28, 2005"
682,Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka,"Jan 29, 2005"
683,Australia,Pakistan,Pakistan,3 wickets,Perth,"Jan 30, 2005"
684,South Africa,England,England,26 runs,Johannesburg,"Jan 30, 2005"
685,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Dhaka,"Jan 31, 2005"
686,Pakistan,West Indies,Pakistan,30 runs,Perth,"Feb 1, 2005"
687,South Africa,England,tied,-,Bloemfontein,"Feb 2, 2005"
688,Australia,Pakistan,Australia,18 runs,Melbourne,"Feb 4, 2005"
689,South Africa,England,South Africa,3 wickets,Gqeberha,"Feb 4, 2005"
690,Australia,Pakistan,Australia,31 runs,Sydney,"Feb 6, 2005"
691,South Africa,England,South Africa,108 runs,Cape Town,"Feb 6, 2005"
692,South Africa,England,South Africa,7 runs,East London,"Feb 9, 2005"
693,South Africa,England,no result,-,Durban,"Feb 11, 2005"
694,South Africa,England,South Africa,3 wickets,Centurion,"Feb 13, 2005"
695,New Zealand,Australia,Australia,10 runs,Wellington,"Feb 19, 2005"
696,New Zealand,Australia,Australia,106 runs,Christchurch,"Feb 22, 2005"
697,South Africa,Zimbabwe,South Africa,165 runs,Johannesburg,"Feb 25, 2005"
698,New Zealand,Australia,Australia,86 runs,Auckland,"Feb 26, 2005"
699,South Africa,Zimbabwe,South Africa,131 runs,Durban,"Feb 27, 2005"
700,New Zealand,Australia,Australia,7 wickets,Wellington,"Mar 1, 2005"
701,South Africa,Zimbabwe,South Africa,5 wickets,Gqeberha,"Mar 2, 2005"
702,New Zealand,Australia,Australia,122 runs,Napier,"Mar 5, 2005"
703,India,Pakistan,India,87 runs,Kochi,"Apr 2, 2005"
704,India,Pakistan,India,58 runs,Visakhapatnam,"Apr 5, 2005"
705,India,Pakistan,Pakistan,106 runs,Jamshedpur,"Apr 9, 2005"
706,India,Pakistan,Pakistan,3 wickets,Ahmedabad,"Apr 12, 2005"
707,India,Pakistan,Pakistan,5 wickets,Kanpur,"Apr 15, 2005"
708,India,Pakistan,Pakistan,159 runs,Delhi,"Apr 17, 2005"
709,West Indies,South Africa,South Africa,8 wickets,Kingston,"May 7, 2005"
710,West Indies,South Africa,South Africa,8 wickets,Kingston,"May 8, 2005"
711,West Indies,South Africa,South Africa,1 run,Bridgetown,"May 11, 2005"
712,West Indies,South Africa,South Africa,6 wickets,Port of Spain,"May 14, 2005"
713,West Indies,South Africa,South Africa,7 wickets,Port of Spain,"May 15, 2005"
714,West Indies,Pakistan,Pakistan,59 runs,Kingstown,"May 18, 2005"
715,West Indies,Pakistan,Pakistan,40 runs,Gros Islet,"May 21, 2005"
716,West Indies,Pakistan,Pakistan,22 runs,Gros Islet,"May 22, 2005"
717,England,Bangladesh,England,10 wickets,The Oval,"Jun 16, 2005"
718,Australia,Bangladesh,Bangladesh,5 wickets,Cardiff,"Jun 18, 2005"
719,England,Australia,England,3 wickets,Bristol,"Jun 19, 2005"
720,England,Bangladesh,England,168 runs,Nottingham,"Jun 21, 2005"
721,England,Australia,Australia,57 runs,Chester-le-Street,"Jun 23, 2005"
722,Australia,Bangladesh,Australia,10 wickets,Manchester,"Jun 25, 2005"
723,England,Bangladesh,England,5 wickets,Leeds,"Jun 26, 2005"
724,England,Australia,no result,-,Birmingham,"Jun 28, 2005"
725,Australia,Bangladesh,Australia,6 wickets,Canterbury,"Jun 30, 2005"
726,England,Australia,tied,-,Lord's,"Jul 2, 2005"
727,England,Australia,England,9 wickets,Leeds,"Jul 7, 2005"
728,England,Australia,Australia,7 wickets,Lord's,"Jul 10, 2005"
729,England,Australia,Australia,8 wickets,The Oval,"Jul 12, 2005"
730,Sri Lanka,India,Sri Lanka,3 wickets,Dambulla,"Jul 30, 2005"
731,India,West Indies,India,6 wickets,Dambulla,"Jul 31, 2005"
732,Sri Lanka,West Indies,Sri Lanka,50 runs,Dambulla,"Aug 2, 2005"
733,Sri Lanka,India,Sri Lanka,4 wickets,Dambulla,"Aug 3, 2005"
734,Sri Lanka,West Indies,West Indies,33 runs,Colombo (RPS),"Aug 6, 2005"
735,India,West Indies,India,7 runs,Colombo (RPS),"Aug 7, 2005"
736,Sri Lanka,India,Sri Lanka,18 runs,Colombo (RPS),"Aug 9, 2005"
737,Africa XI,Asia XI,Africa XI,2 runs,Centurion,"Aug 17, 2005"
738,Africa XI,Asia XI,Asia XI,17 runs,Durban,"Aug 20, 2005"
739,Africa XI,Asia XI,no result,-,Durban,"Aug 21, 2005"
740,Zimbabwe,New Zealand,New Zealand,192 runs,Bulawayo,"Aug 24, 2005"
741,India,New Zealand,New Zealand,51 runs,Bulawayo,"Aug 26, 2005"
742,Zimbabwe,India,India,161 runs,Harare,"Aug 29, 2005"
743,Sri Lanka,Bangladesh,Sri Lanka,88 runs,Colombo (SSC),"Aug 31, 2005"
744,Zimbabwe,New Zealand,New Zealand,27 runs,Harare,"Aug 31, 2005"
745,Sri Lanka,Bangladesh,Sri Lanka,75 runs,Colombo (RPS),"Sep 2, 2005"
746,India,New Zealand,India,6 wickets,Harare,"Sep 2, 2005"
747,Sri Lanka,Bangladesh,Sri Lanka,6 wickets,Colombo (RPS),"Sep 4, 2005"
748,Zimbabwe,India,India,4 wickets,Harare,"Sep 4, 2005"
749,India,New Zealand,New Zealand,6 wickets,Harare,"Sep 6, 2005"
750,Australia,ICC World XI,Australia,93 runs,Melbourne (Docklands),"Oct 5, 2005"
751,Australia,ICC World XI,Australia,55 runs,Melbourne (Docklands),"Oct 7, 2005"
752,Australia,ICC World XI,Australia,156 runs,Melbourne (Docklands),"Oct 9, 2005"
753,South Africa,New Zealand,South Africa,2 wickets,Bloemfontein,"Oct 23, 2005"
754,India,Sri Lanka,India,152 runs,Nagpur,"Oct 25, 2005"
755,India,Sri Lanka,India,8 wickets,Mohali,"Oct 28, 2005"
756,South Africa,New Zealand,South Africa,19 runs,Cape Town,"Oct 28, 2005"
757,South Africa,New Zealand,South Africa,4 wickets,Gqeberha,"Oct 30, 2005"
758,India,Sri Lanka,India,6 wickets,Jaipur,"Oct 31, 2005"
759,India,Sri Lanka,India,4 wickets,Pune,"Nov 3, 2005"
760,South Africa,New Zealand,no result,-,Durban,"Nov 4, 2005"
761,South Africa,New Zealand,South Africa,5 wickets,Centurion,"Nov 6, 2005"
762,India,Sri Lanka,Sri Lanka,5 wickets,Ahmedabad,"Nov 6, 2005"
763,India,Sri Lanka,India,7 wickets,Rajkot,"Nov 9, 2005"
764,India,Sri Lanka,India,5 wickets,Vadodara,"Nov 12, 2005"
765,India,South Africa,South Africa,5 wickets,Hyderabad,"Nov 16, 2005"
766,India,South Africa,India,6 wickets,Bengaluru,"Nov 19, 2005"
767,India,South Africa,South Africa,10 wickets,Eden Gardens,"Nov 25, 2005"
768,India,South Africa,India,5 wickets,Wankhede,"Nov 28, 2005"
769,New Zealand,Australia,Australia,147 runs,Auckland,"Dec 3, 2005"
770,New Zealand,Australia,Australia,2 runs,Wellington,"Dec 7, 2005"
771,New Zealand,Australia,New Zealand,2 wickets,Christchurch,"Dec 10, 2005"
772,Pakistan,England,England,42 runs,Lahore,"Dec 10, 2005"
773,Pakistan,England,Pakistan,7 wickets,Lahore,"Dec 12, 2005"
774,Pakistan,England,Pakistan,165 runs,Karachi,"Dec 15, 2005"
775,Pakistan,England,Pakistan,13 runs,Rawalpindi,"Dec 19, 2005"
776,Pakistan,England,England,6 runs,Rawalpindi,"Dec 21, 2005"
777,New Zealand,Sri Lanka,New Zealand,7 wickets,Queenstown,"Dec 31, 2005"
778,New Zealand,Sri Lanka,New Zealand,5 wickets,Christchurch,"Jan 3, 2006"
779,New Zealand,Sri Lanka,New Zealand,21 runs,Wellington,"Jan 6, 2006"
780,New Zealand,Sri Lanka,Sri Lanka,20 runs,Napier,"Jan 8, 2006"
781,Australia,Sri Lanka,Australia,116 runs,Melbourne (Docklands),"Jan 13, 2006"
782,Australia,South Africa,South Africa,5 wickets,Brisbane,"Jan 15, 2006"
783,South Africa,Sri Lanka,Sri Lanka,94 runs,Brisbane,"Jan 17, 2006"
784,Australia,South Africa,Australia,59 runs,Melbourne (Docklands),"Jan 20, 2006"
785,Australia,Sri Lanka,Sri Lanka,51 runs,Sydney,"Jan 22, 2006"
786,South Africa,Sri Lanka,South Africa,9 runs,Adelaide,"Jan 24, 2006"
787,Australia,Sri Lanka,Australia,5 wickets,Adelaide,"Jan 26, 2006"
788,Australia,Sri Lanka,Australia,6 wickets,Perth,"Jan 29, 2006"
789,South Africa,Sri Lanka,South Africa,5 wickets,Perth,"Jan 31, 2006"
790,Australia,South Africa,Australia,80 runs,Melbourne (Docklands),"Feb 3, 2006"
791,Australia,South Africa,Australia,57 runs,Sydney,"Feb 5, 2006"
792,Pakistan,India,Pakistan,7 runs,Peshawar,"Feb 6, 2006"
793,South Africa,Sri Lanka,Sri Lanka,76 runs,Hobart,"Feb 7, 2006"
794,Australia,Sri Lanka,Sri Lanka,22 runs,Adelaide,"Feb 10, 2006"
795,Pakistan,India,India,7 wickets,Rawalpindi,"Feb 11, 2006"
796,Australia,Sri Lanka,Australia,167 runs,Sydney,"Feb 12, 2006"
797,Pakistan,India,India,5 wickets,Lahore,"Feb 13, 2006"
798,Australia,Sri Lanka,Australia,9 wickets,Brisbane,"Feb 14, 2006"
799,Pakistan,India,India,5 wickets,Multan,"Feb 16, 2006"
800,New Zealand,West Indies,New Zealand,81 runs,Wellington,"Feb 18, 2006"
801,Pakistan,India,India,8 wickets,Karachi,"Feb 19, 2006"
802,Bangladesh,Sri Lanka,Sri Lanka,5 wickets,Bogra,"Feb 20, 2006"
803,New Zealand,West Indies,New Zealand,3 wickets,Queenstown,"Feb 22, 2006"
804,Bangladesh,Sri Lanka,Bangladesh,4 wickets,Bogra,"Feb 22, 2006"
805,New Zealand,West Indies,New Zealand,21 runs,Christchurch,"Feb 25, 2006"
806,Bangladesh,Sri Lanka,Sri Lanka,78 runs,Chattogram,"Feb 25, 2006"
807,Zimbabwe,Kenya,Zimbabwe,8 wickets,Bulawayo,"Feb 25, 2006"
808,Zimbabwe,Kenya,Kenya,79 runs,Bulawayo,"Feb 26, 2006"
809,South Africa,Australia,South Africa,6 wickets,Centurion,"Feb 26, 2006"
810,New Zealand,West Indies,New Zealand,91 runs,Napier,"Mar 1, 2006"
811,Zimbabwe,Kenya,Kenya,65 runs,Harare,"Mar 1, 2006"
812,Zimbabwe,Kenya,Zimbabwe,109 runs,Harare,"Mar 3, 2006"
813,South Africa,Australia,South Africa,196 runs,Cape Town,"Mar 3, 2006"
814,New Zealand,West Indies,West Indies,3 wickets,Auckland,"Mar 4, 2006"
815,South Africa,Australia,Australia,24 runs,Gqeberha,"Mar 5, 2006"
816,South Africa,Australia,Australia,1 wicket,Durban,"Mar 10, 2006"
817,South Africa,Australia,South Africa,1 wicket,Johannesburg,"Mar 12, 2006"
818,Bangladesh,Kenya,Bangladesh,131 runs,Bogra,"Mar 17, 2006"
819,Sri Lanka,Pakistan,no result,-,Colombo (RPS),"Mar 17, 2006"
820,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (RPS),"Mar 19, 2006"
821,Bangladesh,Kenya,Bangladesh,9 wickets,Khulna,"Mar 20, 2006"
822,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (SSC),"Mar 22, 2006"
823,Bangladesh,Kenya,Bangladesh,20 runs,Fatullah,"Mar 23, 2006"
824,Bangladesh,Kenya,Bangladesh,7 wickets,Fatullah,"Mar 25, 2006"
825,India,England,India,39 runs,Delhi,"Mar 28, 2006"
826,India,England,India,4 wickets,Faridabad,"Mar 31, 2006"
827,India,England,India,49 runs,Margao,"Apr 3, 2006"
828,India,England,India,4 wickets,Kochi,"Apr 6, 2006"
829,India,England,England,5 wickets,Jamshedpur,"Apr 12, 2006"
830,India,England,India,7 wickets,Indore,"Apr 15, 2006"
831,India,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Apr 18, 2006"
832,India,Pakistan,India,51 runs,Abu Dhabi,"Apr 19, 2006"
833,Bangladesh,Australia,Australia,4 wickets,Chattogram,"Apr 23, 2006"
834,Bangladesh,Australia,Australia,67 runs,Fatullah,"Apr 26, 2006"
835,Bangladesh,Australia,Australia,9 wickets,Fatullah,"Apr 28, 2006"
836,West Indies,Zimbabwe,West Indies,5 wickets,St John's,"Apr 29, 2006"
837,West Indies,Zimbabwe,West Indies,98 runs,St John's,"Apr 30, 2006"
838,West Indies,Zimbabwe,West Indies,82 runs,Georgetown,"May 7, 2006"
839,West Indies,Zimbabwe,West Indies,10 wickets,Gros Islet,"May 10, 2006"
840,West Indies,Zimbabwe,no result,-,Port of Spain,"May 13, 2006"
841,West Indies,Zimbabwe,West Indies,104 runs,Port of Spain,"May 14, 2006"
842,Canada,Zimbabwe,Zimbabwe,143 runs,Port of Spain,"May 16, 2006"
843,Bermuda,Canada,Bermuda,3 wickets,Port of Spain,"May 17, 2006"
844,Bermuda,Zimbabwe,Zimbabwe,194 runs,Port of Spain,"May 18, 2006"
845,West Indies,India,India,5 wickets,Kingston,"May 18, 2006"
846,Bermuda,Zimbabwe,Zimbabwe,83 runs,Port of Spain,"May 20, 2006"
847,West Indies,India,West Indies,1 run,Kingston,"May 20, 2006"
848,West Indies,India,West Indies,4 wickets,Basseterre,"May 23, 2006"
849,West Indies,India,West Indies,6 wickets,Port of Spain,"May 26, 2006"
850,West Indies,India,West Indies,19 runs,Port of Spain,"May 28, 2006"
851,Ireland,England,England,38 runs,Belfast,"Jun 13, 2006"
852,England,Sri Lanka,Sri Lanka,20 runs,Lord's,"Jun 17, 2006"
853,England,Sri Lanka,Sri Lanka,46 runs,The Oval,"Jun 20, 2006"
854,England,Sri Lanka,Sri Lanka,8 wickets,Chester-le-Street,"Jun 24, 2006"
855,Scotland,Pakistan,Pakistan,5 wickets,Edinburgh,"Jun 27, 2006"
856,England,Sri Lanka,Sri Lanka,33 runs,Manchester,"Jun 28, 2006"
857,England,Sri Lanka,Sri Lanka,8 wickets,Leeds,"Jul 1, 2006"
858,Netherlands,Sri Lanka,Sri Lanka,195 runs,Amstelveen,"Jul 4, 2006"
859,Netherlands,Sri Lanka,Sri Lanka,55 runs,Amstelveen,"Jul 6, 2006"
860,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Jul 29, 2006"
861,Zimbabwe,Bangladesh,Bangladesh,62 runs,Harare,"Jul 30, 2006"
862,Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Aug 2, 2006"
863,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 4, 2006"
864,Scotland,Ireland,Ireland,85 runs,Ayr,"Aug 5, 2006"
865,Canada,Kenya,Kenya,108 runs,Toronto,"Aug 5, 2006"
866,Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,"Aug 6, 2006"
867,Scotland,Netherlands,Scotland,4 wickets,Ayr,"Aug 6, 2006"
868,Canada,Kenya,Kenya,5 wickets,Toronto,"Aug 6, 2006"
869,Ireland,Netherlands,no result,-,Ayr,"Aug 8, 2006"
870,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),"Aug 12, 2006"
871,Kenya,Bangladesh,Bangladesh,2 wickets,Nairobi (Gym),"Aug 13, 2006"
872,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym),"Aug 15, 2006"
873,Sri Lanka,India,no result,-,Colombo (SSC),"Aug 18-19, 2006"
874,Canada,Bermuda,Bermuda,6 wickets,Toronto,"Aug 19, 2006"
875,Canada,Bermuda,Bermuda,11 runs,Toronto,"Aug 21, 2006"
876,England,Pakistan,no result,-,Cardiff,"Aug 30, 2006"
877,England,Pakistan,Pakistan,7 wickets,Lord's,"Sep 2, 2006"
878,England,Pakistan,Pakistan,2 wickets,Southampton,"Sep 5, 2006"
879,England,Pakistan,England,8 wickets,Nottingham,"Sep 8, 2006"
880,England,Pakistan,England,3 wickets,Birmingham,"Sep 10, 2006"
881,Australia,West Indies,Australia,78 runs,Kuala Lumpur,"Sep 12, 2006"
882,India,West Indies,West Indies,29 runs,Kuala Lumpur,"Sep 14, 2006"
883,South Africa,Zimbabwe,South Africa,5 wickets,Bloemfontein,"Sep 15, 2006"
884,Australia,India,no result,-,Kuala Lumpur,"Sep 16, 2006"
885,Australia,West Indies,West Indies,3 wickets,Kuala Lumpur,"Sep 18, 2006"
886,South Africa,Zimbabwe,South Africa,6 wickets,East London,"Sep 18, 2006"
887,India,West Indies,India,16 runs,Kuala Lumpur,"Sep 20, 2006"
888,South Africa,Zimbabwe,South Africa,171 runs,Potchefstroom,"Sep 20, 2006"
889,Australia,India,Australia,18 runs,Kuala Lumpur,"Sep 22, 2006"
890,Australia,West Indies,Australia,127 runs,Kuala Lumpur,"Sep 24, 2006"
891,Bangladesh,Sri Lanka,Sri Lanka,37 runs,Mohali,"Oct 7, 2006"
892,West Indies,Zimbabwe,West Indies,9 wickets,Ahmedabad,"Oct 8, 2006"
893,Sri Lanka,Zimbabwe,Sri Lanka,144 runs,Ahmedabad,"Oct 10, 2006"
894,Bangladesh,West Indies,West Indies,10 wickets,Jaipur,"Oct 11, 2006"
895,Bangladesh,Zimbabwe,Bangladesh,101 runs,Jaipur,"Oct 13, 2006"
896,Sri Lanka,West Indies,Sri Lanka,9 wickets,Brabourne,"Oct 14, 2006"
897,India,England,India,4 wickets,Jaipur,"Oct 15, 2006"
898,New Zealand,South Africa,New Zealand,87 runs,Brabourne,"Oct 16, 2006"
899,Pakistan,Sri Lanka,Pakistan,4 wickets,Jaipur,"Oct 17, 2006"
900,Australia,West Indies,West Indies,10 runs,Brabourne,"Oct 18, 2006"
901,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Brabourne,"Oct 20, 2006"
902,Australia,England,Australia,6 wickets,Jaipur,"Oct 21, 2006"
903,South Africa,Sri Lanka,South Africa,78 runs,Ahmedabad,"Oct 24, 2006"
904,New Zealand,Pakistan,New Zealand,51 runs,Mohali,"Oct 25, 2006"
905,India,West Indies,West Indies,3 wickets,Ahmedabad,"Oct 26, 2006"
906,Pakistan,South Africa,South Africa,124 runs,Mohali,"Oct 27, 2006"
907,England,West Indies,England,3 wickets,Ahmedabad,"Oct 28, 2006"
908,India,Australia,Australia,6 wickets,Mohali,"Oct 29, 2006"
909,Australia,New Zealand,Australia,34 runs,Mohali,"Nov 1, 2006"
910,South Africa,West Indies,West Indies,6 wickets,Jaipur,"Nov 2, 2006"
911,Australia,West Indies,Australia,8 wickets,Brabourne,"Nov 5, 2006"
912,Kenya,Bermuda,Kenya,79 runs,Mombasa,"Nov 11, 2006"
913,Kenya,Bermuda,Kenya,7 wickets,Mombasa,"Nov 12, 2006"
914,Kenya,Bermuda,Kenya,104 runs,Mombasa,"Nov 14, 2006"
915,South Africa,India,South Africa,157 runs,Durban,"Nov 22, 2006"
916,Canada,Netherlands,Netherlands,17 runs,Potchefstroom,"Nov 26, 2006"
917,South Africa,India,South Africa,106 runs,Cape Town,"Nov 26, 2006"
918,Bermuda,Canada,Canada,5 wickets,Potchefstroom,"Nov 27, 2006"
919,Bermuda,Netherlands,Netherlands,8 wickets,Potchefstroom,"Nov 28, 2006"
920,South Africa,India,South Africa,80 runs,Gqeberha,"Nov 29, 2006"
921,Bangladesh,Zimbabwe,Bangladesh,9 wickets,Khulna,"Nov 30, 2006"
922,Bermuda,Canada,Canada,3 wickets,Benoni,"Nov 30, 2006"
923,Canada,Netherlands,Netherlands,1 wicket,Benoni,"Dec 1, 2006"
924,Bermuda,Netherlands,Bermuda,6 wickets,Benoni,"Dec 2, 2006"
925,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Bogra,"Dec 3, 2006"
926,South Africa,India,South Africa,9 wickets,Centurion,"Dec 3, 2006"
927,Bangladesh,Zimbabwe,Bangladesh,26 runs,Bogra,"Dec 5, 2006"
928,Pakistan,West Indies,Pakistan,2 wickets,Faisalabad,"Dec 7, 2006"
929,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Mirpur,"Dec 8, 2006"
930,Bangladesh,Zimbabwe,Bangladesh,3 wickets,Mirpur,"Dec 9, 2006"
931,Pakistan,West Indies,Pakistan,7 wickets,Lahore,"Dec 10, 2006"
932,Pakistan,West Indies,West Indies,7 wickets,Multan,"Dec 13, 2006"
933,Bangladesh,Scotland,Bangladesh,6 wickets,Chattogram,"Dec 15, 2006"
934,Pakistan,West Indies,Pakistan,7 wickets,Karachi,"Dec 16, 2006"
935,Bangladesh,Scotland,Bangladesh,146 runs,Mirpur,"Dec 17, 2006"
936,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Napier,"Dec 28, 2006"
937,New Zealand,Sri Lanka,New Zealand,1 wicket,Queenstown,"Dec 31, 2006"
938,New Zealand,Sri Lanka,New Zealand,4 wickets,Christchurch,"Jan 2, 2007"
939,New Zealand,Sri Lanka,Sri Lanka,189 runs,Auckland,"Jan 6, 2007"
940,New Zealand,Sri Lanka,no result,-,Hamilton,"Jan 9, 2007"
941,Australia,England,Australia,8 wickets,Melbourne,"Jan 12, 2007"
942,Australia,New Zealand,Australia,105 runs,Hobart,"Jan 14, 2007"
943,England,New Zealand,England,3 wickets,Hobart,"Jan 16, 2007"
944,Kenya,Scotland,Kenya,190 runs,Mombasa,"Jan 17, 2007"
945,Canada,Scotland,Scotland,2 wickets,Mombasa,"Jan 18, 2007"
946,Australia,England,Australia,4 wickets,Brisbane,"Jan 19, 2007"
947,Australia,New Zealand,Australia,2 wickets,Sydney,"Jan 21, 2007"
948,India,West Indies,India,14 runs,Nagpur,"Jan 21, 2007"
949,Kenya,Scotland,Kenya,6 runs,Mombasa,"Jan 21, 2007"
950,England,New Zealand,New Zealand,90 runs,Adelaide,"Jan 23, 2007"
951,Canada,Scotland,Scotland,2 wickets,Mombasa,"Jan 23, 2007"
952,Kenya,Canada,Canada,69 runs,Mombasa,"Jan 24, 2007"
953,India,West Indies,India,20 runs,Cuttack,"Jan 24, 2007"
954,Australia,England,Australia,9 wickets,Adelaide,"Jan 26, 2007"
955,India,West Indies,West Indies,3 wickets,Chennai,"Jan 27, 2007"
956,Australia,New Zealand,Australia,8 runs,Perth,"Jan 28, 2007"
957,Kenya,Bermuda,Kenya,10 wickets,Nairobi (Jaff),"Jan 29, 2007"
958,England,New Zealand,New Zealand,58 runs,Perth,"Jan 30, 2007"
959,Canada,Netherlands,Netherlands,8 wickets,Nairobi (Ruaraka),"Jan 30, 2007"
960,Ireland,Scotland,Scotland,3 wickets,Nairobi (Gym),"Jan 30, 2007"
961,India,West Indies,India,160 runs,Vadodara,"Jan 31, 2007"
962,Bermuda,Ireland,Ireland,4 wickets,Nairobi (Jaff),"Jan 31, 2007"
963,Canada,Scotland,Scotland,7 runs,Nairobi (Ruaraka),"Jan 31, 2007"
964,Kenya,Netherlands,Kenya,7 wickets,Nairobi (Gym),"Jan 31, 2007"
965,Australia,England,England,92 runs,Sydney,"Feb 2, 2007"
966,Bermuda,Canada,Canada,56 runs,Nairobi (Gym),"Feb 2, 2007"
967,Kenya,Ireland,Kenya,1 wicket,Nairobi (Ruaraka),"Feb 2, 2007"
968,Netherlands,Scotland,Scotland,2 runs,Nairobi (Jaff),"Feb 2, 2007"
969,Australia,New Zealand,Australia,5 wickets,Melbourne,"Feb 4, 2007"
970,Bermuda,Netherlands,Netherlands,8 wickets,Nairobi (Ruaraka),"Feb 4, 2007"
971,Canada,Ireland,Canada,6 wickets,Nairobi (Jaff),"Feb 4, 2007"
972,Kenya,Scotland,Scotland,77 runs,Nairobi (Gym),"Feb 4, 2007"
973,Zimbabwe,Bangladesh,Bangladesh,45 runs,Harare,"Feb 4, 2007"
974,South Africa,Pakistan,South Africa,164 runs,Centurion,"Feb 4, 2007"
975,Bermuda,Scotland,Bermuda,5 wickets,Nairobi (Ruaraka),"Feb 5, 2007"
976,Kenya,Canada,Kenya,158 runs,Nairobi (Jaff),"Feb 5, 2007"
977,Ireland,Netherlands,Netherlands,6 runs,Nairobi (Gym),"Feb 5, 2007"
978,England,New Zealand,England,14 runs,Brisbane,"Feb 6, 2007"
979,Zimbabwe,Bangladesh,Zimbabwe,8 wickets,Harare,"Feb 6, 2007"
980,Kenya,Scotland,Kenya,8 wickets,Nairobi (Gym),"Feb 7, 2007"
981,South Africa,Pakistan,Pakistan,141 runs,Durban,"Feb 7, 2007"
982,India,Sri Lanka,no result,-,Eden Gardens,"Feb 8, 2007"
983,Australia,England,England,4 wickets,Melbourne,"Feb 9, 2007"
984,Zimbabwe,Bangladesh,Bangladesh,14 runs,Harare,"Feb 9, 2007"
985,South Africa,Pakistan,no result,-,Gqeberha,"Feb 9, 2007"
986,Zimbabwe,Bangladesh,Bangladesh,1 wicket,Harare,"Feb 10, 2007"
987,Australia,England,England,34 runs,Sydney,"Feb 11, 2007"
988,India,Sri Lanka,Sri Lanka,5 runs,Rajkot,"Feb 11, 2007"
989,South Africa,Pakistan,South Africa,10 wickets,Cape Town,"Feb 11, 2007"
990,India,Sri Lanka,India,5 wickets,Margao,"Feb 14, 2007"
991,South Africa,Pakistan,South Africa,9 wickets,Johannesburg,"Feb 14, 2007"
992,New Zealand,Australia,New Zealand,10 wickets,Wellington,"Feb 16, 2007"
993,India,Sri Lanka,India,7 wickets,Visakhapatnam,"Feb 17, 2007"
994,New Zealand,Australia,New Zealand,5 wickets,Auckland,"Feb 18, 2007"
995,New Zealand,Australia,New Zealand,1 wicket,Hamilton,"Feb 20, 2007"
996,Bangladesh,Bermuda,Bangladesh,8 wickets,St John's,"Feb 25, 2007"
997,Bermuda,Canada,Canada,3 wickets,St John's,"Feb 26, 2007"
998,Bangladesh,Canada,Bangladesh,13 runs,St John's,"Feb 28, 2007"
999,West Indies,Pakistan,West Indies,54 runs,Kingston,"Mar 13, 2007"
1000,Australia,Scotland,Australia,203 runs,Basseterre,"Mar 14, 2007"
1001,Canada,Kenya,Kenya,7 wickets,Gros Islet,"Mar 14, 2007"
1002,Bermuda,Sri Lanka,Sri Lanka,243 runs,Port of Spain,"Mar 15, 2007"
1003,Ireland,Zimbabwe,tied,-,Kingston,"Mar 15, 2007"
1004,England,New Zealand,New Zealand,6 wickets,Gros Islet,"Mar 16, 2007"
1005,Netherlands,South Africa,South Africa,221 runs,Basseterre,"Mar 16, 2007"
1006,Bangladesh,India,Bangladesh,5 wickets,Port of Spain,"Mar 17, 2007"
1007,Ireland,Pakistan,Ireland,3 wickets,Kingston,"Mar 17, 2007"
1008,Australia,Netherlands,Australia,229 runs,Basseterre,"Mar 18, 2007"
1009,Canada,England,England,51 runs,Gros Islet,"Mar 18, 2007"
1010,Bermuda,India,India,257 runs,Port of Spain,"Mar 19, 2007"
1011,West Indies,Zimbabwe,West Indies,6 wickets,Kingston,"Mar 19, 2007"
1012,Kenya,New Zealand,New Zealand,148 runs,Gros Islet,"Mar 20, 2007"
1013,Scotland,South Africa,South Africa,7 wickets,Basseterre,"Mar 20, 2007"
1014,Bangladesh,Sri Lanka,Sri Lanka,198 runs,Port of Spain,"Mar 21, 2007"
1015,Pakistan,Zimbabwe,Pakistan,93 runs,Kingston,"Mar 21, 2007"
1016,Canada,New Zealand,New Zealand,114 runs,Gros Islet,"Mar 22, 2007"
1017,Netherlands,Scotland,Netherlands,8 wickets,Basseterre,"Mar 22, 2007"
1018,India,Sri Lanka,Sri Lanka,69 runs,Port of Spain,"Mar 23, 2007"
